family,benchmark,baseline_condition,condition,error_type,n_baseline_failures,recovered,recovery_rate
qwen,gsm_plus,zero_shot_baseline,random_few_shot,hallucination,16,0,0.0
qwen,gsm_plus,zero_shot_baseline,random_few_shot,negation,5,0,0.0
qwen,gsm_plus,zero_shot_baseline,random_few_shot,arithmetic_slip,4,0,0.0
qwen,gsm_plus,zero_shot_baseline,random_few_shot,distractor,9,1,0.1111111111111111
qwen,gsm_plus,zero_shot_baseline,self_consistency,drifting,22,2,0.09090909090909091
qwen,gsm_plus,zero_shot_baseline,self_consistency,format_correct_wrong_answer,46,9,0.1956521739130435
qwen,gsm_plus,zero_shot_baseline,self_consistency,hallucination,16,0,0.0
qwen,gsm_plus,zero_shot_baseline,self_consistency,negation,5,0,0.0
qwen,gsm_plus,zero_shot_baseline,self_consistency,arithmetic_slip,4,0,0.0
qwen,gsm_plus,zero_shot_baseline,self_consistency,distractor,9,1,0.1111111111111111
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot,drifting,22,3,0.13636363636363635
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot,format_correct_wrong_answer,46,27,0.5869565217391305
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot,hallucination,16,0,0.0
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot,negation,5,0,0.0
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot,arithmetic_slip,4,0,0.0
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot,distractor,9,0,0.0
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_answer_only,drifting,22,3,0.13636363636363635
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_answer_only,format_correct_wrong_answer,46,31,0.6739130434782609
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_answer_only,hallucination,16,0,0.0
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_answer_only,negation,5,0,0.0
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_answer_only,arithmetic_slip,4,0,0.0
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_answer_only,distractor,9,1,0.1111111111111111
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_k5,drifting,22,1,0.045454545454545456
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_k5,format_correct_wrong_answer,46,26,0.5652173913043478
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_k5,hallucination,16,0,0.0
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_k5,negation,5,0,0.0
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_k5,arithmetic_slip,4,0,0.0
qwen,gsm_plus,zero_shot_baseline,targeted_few_shot_k5,distractor,9,1,0.1111111111111111
qwen,gsm_plus,zero_shot_baseline,zero_shot,drifting,22,3,0.13636363636363635
qwen,gsm_plus,zero_shot_baseline,zero_shot,format_correct_wrong_answer,46,11,0.2391304347826087
qwen,gsm_plus,zero_shot_baseline,zero_shot,hallucination,16,0,0.0
qwen,gsm_plus,zero_shot_baseline,zero_shot,negation,5,0,0.0
qwen,gsm_plus,zero_shot_baseline,zero_shot,arithmetic_slip,4,0,0.0
qwen,gsm_plus,zero_shot_baseline,zero_shot,distractor,9,1,0.1111111111111111
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl,hallucination,6,3,0.5
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl,drifting,1,1,1.0
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl,format_correct_wrong_answer,16,10,0.625
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl,distractor,6,4,0.6666666666666666
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl,arithmetic_slip,5,1,0.2
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl_correct_only,hallucination,6,3,0.5
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl_correct_only,drifting,1,1,1.0
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl_correct_only,format_correct_wrong_answer,16,15,0.9375
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl_correct_only,distractor,6,6,1.0
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl_correct_only,arithmetic_slip,5,4,0.8
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl_random,hallucination,6,4,0.6666666666666666
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl_random,drifting,1,1,1.0
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl_random,format_correct_wrong_answer,16,11,0.6875
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl_random,distractor,6,4,0.6666666666666666
qwen,gsm_symbolic,zero_shot_baseline,error_targeted_icl_random,arithmetic_slip,5,1,0.2
qwen,gsm_symbolic,zero_shot_baseline,random_few_shot,hallucination,6,3,0.5
qwen,gsm_symbolic,zero_shot_baseline,random_few_shot,drifting,1,1,1.0
qwen,gsm_symbolic,zero_shot_baseline,random_few_shot,format_correct_wrong_answer,16,7,0.4375
qwen,gsm_symbolic,zero_shot_baseline,random_few_shot,distractor,6,3,0.5
qwen,gsm_symbolic,zero_shot_baseline,random_few_shot,arithmetic_slip,5,3,0.6
qwen,gsm_symbolic,zero_shot_baseline,self_consistency,hallucination,6,2,0.3333333333333333
qwen,gsm_symbolic,zero_shot_baseline,self_consistency,drifting,1,1,1.0
qwen,gsm_symbolic,zero_shot_baseline,self_consistency,format_correct_wrong_answer,16,15,0.9375
qwen,gsm_symbolic,zero_shot_baseline,self_consistency,distractor,6,6,1.0
qwen,gsm_symbolic,zero_shot_baseline,self_consistency,arithmetic_slip,5,4,0.8
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot,hallucination,6,2,0.3333333333333333
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot,drifting,1,1,1.0
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot,format_correct_wrong_answer,16,14,0.875
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot,distractor,6,5,0.8333333333333334
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot,arithmetic_slip,5,2,0.4
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot_answer_only,hallucination,6,3,0.5
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot_answer_only,drifting,1,1,1.0
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot_answer_only,format_correct_wrong_answer,16,3,0.1875
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot_answer_only,distractor,6,1,0.16666666666666666
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot_answer_only,arithmetic_slip,5,2,0.4
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot_k5,hallucination,6,2,0.3333333333333333
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot_k5,drifting,1,1,1.0
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot_k5,format_correct_wrong_answer,16,16,1.0
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot_k5,distractor,6,5,0.8333333333333334
qwen,gsm_symbolic,zero_shot_baseline,targeted_few_shot_k5,arithmetic_slip,5,3,0.6
qwen,gsm_symbolic,zero_shot_baseline,zero_shot,hallucination,6,1,0.16666666666666666
qwen,gsm_symbolic,zero_shot_baseline,zero_shot,drifting,1,0,0.0
qwen,gsm_symbolic,zero_shot_baseline,zero_shot,format_correct_wrong_answer,16,11,0.6875
qwen,gsm_symbolic,zero_shot_baseline,zero_shot,distractor,6,4,0.6666666666666666
qwen,gsm_symbolic,zero_shot_baseline,zero_shot,arithmetic_slip,5,4,0.8
