run_id,family,display_name,hf_model_id,benchmark,condition,status,started_at,finished_at,returncode,log_path,output_files
gemma__gsm_ic__zero_shot__20260526_085820,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,zero_shot,success,2026-05-26T08:58:20,2026-05-26T09:20:57,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_ic__zero_shot__20260526_085820.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__zero_shot__20260526_085820__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_0858.json
gemma__gsm_ic__targeted_few_shot_answer_only__20260526_092057,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,targeted_few_shot_answer_only,success,2026-05-26T09:20:57,2026-05-26T09:54:08,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_ic__targeted_few_shot_answer_only__20260526_092057.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__targeted_few_shot_answer_only__20260526_092057__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_0921.json
gemma__gsm_ic__random_few_shot__20260526_095408,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,random_few_shot,success,2026-05-26T09:54:08,2026-05-26T10:31:10,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_ic__random_few_shot__20260526_095408.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__random_few_shot__20260526_095408__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_0954.json
gemma__gsm_ic__targeted_few_shot__20260526_103110,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,targeted_few_shot,success,2026-05-26T10:31:10,2026-05-26T11:04:50,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_ic__targeted_few_shot__20260526_103110.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__targeted_few_shot__20260526_103110__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1031.json
gemma__gsm_ic__targeted_few_shot_k5__20260526_110450,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,targeted_few_shot_k5,success,2026-05-26T11:04:50,2026-05-26T11:44:02,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_ic__targeted_few_shot_k5__20260526_110450.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__targeted_few_shot_k5__20260526_110450__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1105.json
gemma__gsm_ic__error_targeted_icl__20260526_114402,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,error_targeted_icl,success,2026-05-26T11:44:02,2026-05-26T12:28:52,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_ic__error_targeted_icl__20260526_114402.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__error_targeted_icl__20260526_114402__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1144.json
gemma__gsm_ic__error_targeted_icl_random__20260526_122852,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,error_targeted_icl_random,success,2026-05-26T12:28:52,2026-05-26T13:24:00,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_ic__error_targeted_icl_random__20260526_122852.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__error_targeted_icl_random__20260526_122852__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1229.json
gemma__gsm_ic__error_targeted_icl_correct_only__20260526_132400,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,error_targeted_icl_correct_only,success,2026-05-26T13:24:00,2026-05-26T14:09:44,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_ic__error_targeted_icl_correct_only__20260526_132400.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__error_targeted_icl_correct_only__20260526_132400__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1324.json
gemma__gsm_ic__self_consistency__20260526_140944,gemma,google/gemma-7b-it,google/gemma-7b-it,gsm_ic,self_consistency,success,2026-05-26T14:09:44,2026-05-26T16:00:31,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__gsm_ic__self_consistency__20260526_140944.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__gsm_ic__self_consistency__20260526_140944__gsm_ic__google_gemma-7b-it__gsm_ic__20260526_1410.json
gemma__bigbench_hard__zero_shot_baseline__20260526_160031,gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,zero_shot_baseline,success,2026-05-26T16:00:31,2026-05-26T16:15:12,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__bigbench_hard__zero_shot_baseline__20260526_160031.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__zero_shot_baseline__20260526_160031__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1601.json
gemma__bigbench_hard__zero_shot__20260526_161512,gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,zero_shot,success,2026-05-26T16:15:12,2026-05-26T16:46:28,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__bigbench_hard__zero_shot__20260526_161512.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__zero_shot__20260526_161512__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1615.json
gemma__bigbench_hard__targeted_few_shot_answer_only__20260526_164628,gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,targeted_few_shot_answer_only,success,2026-05-26T16:46:28,2026-05-26T17:03:06,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__bigbench_hard__targeted_few_shot_answer_only__20260526_164628.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/gemma__bigbench_hard__targeted_few_shot_answer_only__20260526_164628__bigbench_hard__google_gemma-7b-it__bigbench_hard__20260526_1646.json
gemma__bigbench_hard__random_few_shot__20260526_170306,gemma,google/gemma-7b-it,google/gemma-7b-it,bigbench_hard,random_few_shot,running,2026-05-26T17:03:06,,,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/gemma__bigbench_hard__random_few_shot__20260526_170306.log,
